"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","FDIFLOW","INWARD","MLN_USD","A","2005",-24797.379646557,
"AUS","FDIFLOW","INWARD","MLN_USD","A","2006",30372.240223043,
"AUS","FDIFLOW","INWARD","MLN_USD","A","2007",44656.961178046,
"AUS","FDIFLOW","INWARD","MLN_USD","A","2008",46962.839248434,
"AUS","FDIFLOW","INWARD","MLN_USD","A","2009",27416.939635002,
"AUS","FDIFLOW","INWARD","MLN_USD","A","2010",35174.279948633,
"AUS","FDIFLOW","INWARD","MLN_USD","A","2011",65324.394017535,
"AUS","FDIFLOW","INWARD","MLN_USD","A","2012",57423.395445135,
"AUS","FDIFLOW","INWARD","MLN_USD","A","2013",54853.338479352,
"AUS","FDIFLOW","INWARD","MLN_USD","A","2014",63684.874707049,
"AUS","FDIFLOW","INWARD","MLN_USD","A","2015",46857.014050642,
"AUS","FDIFLOW","INWARD","MLN_USD","A","2016",43012.710919498,
"AUS","FDIFLOW","INWARD","MLN_USD","A","2017",48123.994175799,
"AUS","FDIFLOW","INWARD","MLN_USD","A","2018",60268.917606633,
"AUS","FDIFLOW","INWARD","MLN_USD","A","2019",38863.557378189,
